n,r,m
"(:Release:Release_depend:Release_depend_SemVer {id: com.jsceasy.edp:edp-dao-generator:1.1.2,artifact_id: com.jsceasy.edp:edp-dao-generator,version: 1.1.2,timestamp: 1551776046000})","[:dependency_to_log4j_SemVer {targetVersion: 2.11.1,timestamp: 1532317574000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.jsceasy.edp:edp-dao-generator:1.1.2,artifact_id: com.jsceasy.edp:edp-dao-generator,version: 1.1.2,timestamp: 1551776046000})",[:dependency_to_log4j {targetVersion: 2.11.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.jsceasy.edp:edp-dao-generator:1.1.2,artifact_id: com.jsceasy.edp:edp-dao-generator,version: 1.1.2,timestamp: 1551776046000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.jsceasy.edp:edp-dao-generator:1.1.2,artifact_id: com.jsceasy.edp:edp-dao-generator,version: 1.1.2,timestamp: 1551776046000})","[:dependency {scope: test,targetVersion: 2.11.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.jsceasy.edp:edp-dao-generator:1.1.3,artifact_id: com.jsceasy.edp:edp-dao-generator,version: 1.1.3,timestamp: 1553504052000})","[:dependency_to_log4j_SemVer {targetVersion: 2.11.1,timestamp: 1532317574000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.jsceasy.edp:edp-dao-generator:1.1.3,artifact_id: com.jsceasy.edp:edp-dao-generator,version: 1.1.3,timestamp: 1553504052000})",[:dependency_to_log4j {targetVersion: 2.11.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.jsceasy.edp:edp-dao-generator:1.1.3,artifact_id: com.jsceasy.edp:edp-dao-generator,version: 1.1.3,timestamp: 1553504052000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.jsceasy.edp:edp-dao-generator:1.1.3,artifact_id: com.jsceasy.edp:edp-dao-generator,version: 1.1.3,timestamp: 1553504052000})","[:dependency {scope: test,targetVersion: 2.11.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend {id: org.apache.camel:camel-jing:3.0.0-M1,artifact_id: org.apache.camel:camel-jing,version: 3.0.0-M1,timestamp: 1550443665000})",[:dependency_to_log4j {targetVersion: 2.11.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend {id: org.apache.camel:camel-jing:3.0.0-M1,artifact_id: org.apache.camel:camel-jing,version: 3.0.0-M1,timestamp: 1550443665000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend {id: org.apache.camel:camel-jing:3.0.0-M1,artifact_id: org.apache.camel:camel-jing,version: 3.0.0-M1,timestamp: 1550443665000})","[:dependency {scope: test,targetVersion: 2.11.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.2,artifact_id: com.arakelian:java-jq,version: 0.9.2,timestamp: 1515524463000})","[:dependency_to_log4j_SemVer {targetVersion: 2.9.1,timestamp: 1505714689000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.2,artifact_id: com.arakelian:java-jq,version: 0.9.2,timestamp: 1515524463000})",[:dependency_to_log4j {targetVersion: 2.9.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.2,artifact_id: com.arakelian:java-jq,version: 0.9.2,timestamp: 1515524463000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.2,artifact_id: com.arakelian:java-jq,version: 0.9.2,timestamp: 1515524463000})","[:dependency {scope: test,targetVersion: 2.9.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.1,artifact_id: com.arakelian:java-jq,version: 0.9.1,timestamp: 1515447590000})","[:dependency_to_log4j_SemVer {targetVersion: 2.9.1,timestamp: 1505714689000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.1,artifact_id: com.arakelian:java-jq,version: 0.9.1,timestamp: 1515447590000})",[:dependency_to_log4j {targetVersion: 2.9.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.1,artifact_id: com.arakelian:java-jq,version: 0.9.1,timestamp: 1515447590000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.1,artifact_id: com.arakelian:java-jq,version: 0.9.1,timestamp: 1515447590000})","[:dependency {scope: test,targetVersion: 2.9.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.0,artifact_id: com.arakelian:java-jq,version: 0.9.0,timestamp: 1514986217000})","[:dependency_to_log4j_SemVer {targetVersion: 2.9.1,timestamp: 1505714689000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.0,artifact_id: com.arakelian:java-jq,version: 0.9.0,timestamp: 1514986217000})",[:dependency_to_log4j {targetVersion: 2.9.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.0,artifact_id: com.arakelian:java-jq,version: 0.9.0,timestamp: 1514986217000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.0,artifact_id: com.arakelian:java-jq,version: 0.9.0,timestamp: 1514986217000})","[:dependency {scope: test,targetVersion: 2.9.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.4,artifact_id: com.arakelian:java-jq,version: 0.9.4,timestamp: 1518182540000})","[:dependency_to_log4j_SemVer {targetVersion: 2.9.1,timestamp: 1505714689000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.4,artifact_id: com.arakelian:java-jq,version: 0.9.4,timestamp: 1518182540000})",[:dependency_to_log4j {targetVersion: 2.9.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.4,artifact_id: com.arakelian:java-jq,version: 0.9.4,timestamp: 1518182540000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.4,artifact_id: com.arakelian:java-jq,version: 0.9.4,timestamp: 1518182540000})","[:dependency {scope: test,targetVersion: 2.9.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.3,artifact_id: com.arakelian:java-jq,version: 0.9.3,timestamp: 1518061166000})","[:dependency_to_log4j_SemVer {targetVersion: 2.9.1,timestamp: 1505714689000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.3,artifact_id: com.arakelian:java-jq,version: 0.9.3,timestamp: 1518061166000})",[:dependency_to_log4j {targetVersion: 2.9.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.3,artifact_id: com.arakelian:java-jq,version: 0.9.3,timestamp: 1518061166000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.3,artifact_id: com.arakelian:java-jq,version: 0.9.3,timestamp: 1518061166000})","[:dependency {scope: test,targetVersion: 2.9.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.6,artifact_id: com.arakelian:java-jq,version: 0.9.6,timestamp: 1536720586000})","[:dependency_to_log4j_SemVer {targetVersion: 2.9.1,timestamp: 1505714689000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.6,artifact_id: com.arakelian:java-jq,version: 0.9.6,timestamp: 1536720586000})",[:dependency_to_log4j {targetVersion: 2.9.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.6,artifact_id: com.arakelian:java-jq,version: 0.9.6,timestamp: 1536720586000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: com.arakelian:java-jq:0.9.6,artifact_id: com.arakelian:java-jq,version: 0.9.6,timestamp: 1536720586000})","[:dependency {scope: test,targetVersion: 2.9.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.10,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.10,timestamp: 1612253152000})","[:dependency_to_log4j_SemVer {targetVersion: 2.12.0,timestamp: 1561520272000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.10,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.10,timestamp: 1612253152000})",[:dependency_to_log4j {targetVersion: 2.12.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.10,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.10,timestamp: 1612253152000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.10,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.10,timestamp: 1612253152000})","[:dependency {scope: test,targetVersion: 2.12.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.12,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.12,timestamp: 1612511355000})","[:dependency_to_log4j_SemVer {targetVersion: 2.12.0,timestamp: 1561520272000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.12,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.12,timestamp: 1612511355000})",[:dependency_to_log4j {targetVersion: 2.12.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.12,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.12,timestamp: 1612511355000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.12,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.12,timestamp: 1612511355000})","[:dependency {scope: test,targetVersion: 2.12.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.lealone:lealone-common:5.2.0,artifact_id: org.lealone:lealone-common,version: 5.2.0,timestamp: 1694734132000})","[:dependency_to_log4j_SemVer {targetVersion: 2.17.1,timestamp: 1640647854000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.lealone:lealone-common:5.2.0,artifact_id: org.lealone:lealone-common,version: 5.2.0,timestamp: 1694734132000})",[:dependency_to_log4j {targetVersion: 2.17.1}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.lealone:lealone-common:5.2.0,artifact_id: org.lealone:lealone-common,version: 5.2.0,timestamp: 1694734132000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.lealone:lealone-common:5.2.0,artifact_id: org.lealone:lealone-common,version: 5.2.0,timestamp: 1694734132000})","[:dependency {scope: compile,targetVersion: 2.17.1}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.11,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.11,timestamp: 1612352403000})","[:dependency_to_log4j_SemVer {targetVersion: 2.12.0,timestamp: 1561520272000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.11,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.11,timestamp: 1612352403000})",[:dependency_to_log4j {targetVersion: 2.12.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.11,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.11,timestamp: 1612352403000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.11,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.11,timestamp: 1612352403000})","[:dependency {scope: test,targetVersion: 2.12.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.14,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.14,timestamp: 1612555348000})","[:dependency_to_log4j_SemVer {targetVersion: 2.12.0,timestamp: 1561520272000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.14,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.14,timestamp: 1612555348000})",[:dependency_to_log4j {targetVersion: 2.12.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.14,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.14,timestamp: 1612555348000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.14,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.14,timestamp: 1612555348000})","[:dependency {scope: test,targetVersion: 2.12.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.13,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.13,timestamp: 1612525349000})","[:dependency_to_log4j_SemVer {targetVersion: 2.12.0,timestamp: 1561520272000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.13,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.13,timestamp: 1612525349000})",[:dependency_to_log4j {targetVersion: 2.12.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.13,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.13,timestamp: 1612525349000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.13,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.13,timestamp: 1612525349000})","[:dependency {scope: test,targetVersion: 2.12.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.16,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.16,timestamp: 1612692714000})","[:dependency_to_log4j_SemVer {targetVersion: 2.12.0,timestamp: 1561520272000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.16,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.16,timestamp: 1612692714000})",[:dependency_to_log4j {targetVersion: 2.12.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.16,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.16,timestamp: 1612692714000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.16,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.16,timestamp: 1612692714000})","[:dependency {scope: test,targetVersion: 2.12.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.15,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.15,timestamp: 1612636645000})","[:dependency_to_log4j_SemVer {targetVersion: 2.12.0,timestamp: 1561520272000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.15,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.15,timestamp: 1612636645000})",[:dependency_to_log4j {targetVersion: 2.12.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.15,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.15,timestamp: 1612636645000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.15,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.15,timestamp: 1612636645000})","[:dependency {scope: test,targetVersion: 2.12.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.18,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.18,timestamp: 1612759954000})","[:dependency_to_log4j_SemVer {targetVersion: 2.12.0,timestamp: 1561520272000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.18,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.18,timestamp: 1612759954000})",[:dependency_to_log4j {targetVersion: 2.12.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.18,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.18,timestamp: 1612759954000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.18,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.18,timestamp: 1612759954000})","[:dependency {scope: test,targetVersion: 2.12.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.19,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.19,timestamp: 1612786006000})","[:dependency_to_log4j_SemVer {targetVersion: 2.12.0,timestamp: 1561520272000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.19,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.19,timestamp: 1612786006000})",[:dependency_to_log4j {targetVersion: 2.12.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.19,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.19,timestamp: 1612786006000})",[:dependency_to_log4j],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.19,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.19,timestamp: 1612786006000})","[:dependency {scope: test,targetVersion: 2.12.0}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.17,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.17,timestamp: 1612697698000})","[:dependency_to_log4j_SemVer {targetVersion: 2.12.0,timestamp: 1561520272000}]","(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
"(:Release:Release_depend:Release_depend_SemVer {id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework:5.19.17,artifact_id: org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.authentication.framework,version: 5.19.17,timestamp: 1612697698000})",[:dependency_to_log4j {targetVersion: 2.12.0}],"(:Artifact:Artifact_log4j {found: true,id: org.apache.logging.log4j:log4j-core})"
