n,r,m
"(:Release {id: software.amazon.awssdk:elasticinference:2.13.59,version: 2.13.59,timestamp: 1595444658000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.13.57,version: 2.13.57,timestamp: 1595271852000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.13.56,version: 2.13.56,timestamp: 1595012550000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.13.62,version: 2.13.62,timestamp: 1595876611000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.13.60,version: 2.13.60,timestamp: 1595534573000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.13.61,version: 2.13.61,timestamp: 1595617223000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.13.66,version: 2.13.66,timestamp: 1596223162000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.13.65,version: 2.13.65,timestamp: 1596135825000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.13.64,version: 2.13.64,timestamp: 1596050004000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.13.69,version: 2.13.69,timestamp: 1596654461000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.13.63,version: 2.13.63,timestamp: 1595962971000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.13.68,version: 2.13.68,timestamp: 1596568445000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.13.67,version: 2.13.67,timestamp: 1596492165000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.13.73,version: 2.13.73,timestamp: 1597173279000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.13.72,version: 2.13.72,timestamp: 1597086044000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.13.71,version: 2.13.71,timestamp: 1596841604000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.13.70,version: 2.13.70,timestamp: 1596740796000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.13.76,version: 2.13.76,timestamp: 1597432876000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.13.75,version: 2.13.75,timestamp: 1597345758000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:elasticinference:2.13.74,version: 2.13.74,timestamp: 1597263858000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.flink:flink-shaded-hadoop-2:2.7.5-8.0,version: 2.7.5-8.0,timestamp: 1566585483000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.10,version: 2.16.10,timestamp: 1614715638000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.14,version: 2.16.14,timestamp: 1615234769000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.13,version: 2.16.13,timestamp: 1614977322000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.12,version: 2.16.12,timestamp: 1614888522000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.11,version: 2.16.11,timestamp: 1614803630000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.18,version: 2.16.18,timestamp: 1615580588000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.17,version: 2.16.17,timestamp: 1615495219000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.16,version: 2.16.16,timestamp: 1615408046000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.15,version: 2.16.15,timestamp: 1615321409000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.19,version: 2.16.19,timestamp: 1615838507000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.21,version: 2.16.21,timestamp: 1616009992000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.20,version: 2.16.20,timestamp: 1615923568000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.25,version: 2.16.25,timestamp: 1616537942000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.24,version: 2.16.24,timestamp: 1616440022000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.22,version: 2.16.22,timestamp: 1616095355000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.23,version: 2.16.23,timestamp: 1616188368000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.29,version: 2.16.29,timestamp: 1616785877000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.28,version: 2.16.28,timestamp: 1616734325000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.27,version: 2.16.27,timestamp: 1616701136000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.26,version: 2.16.26,timestamp: 1616614880000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.32,version: 2.16.32,timestamp: 1617217548000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.31,version: 2.16.31,timestamp: 1617131520000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.30,version: 2.16.30,timestamp: 1617044998000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.36,version: 2.16.36,timestamp: 1617740229000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.35,version: 2.16.35,timestamp: 1617670053000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.34,version: 2.16.34,timestamp: 1617390603000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.33,version: 2.16.33,timestamp: 1617304057000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.39,version: 2.16.39,timestamp: 1617995072000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.38,version: 2.16.38,timestamp: 1617909723000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.37,version: 2.16.37,timestamp: 1617823324000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.43,version: 2.16.43,timestamp: 1618513692000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.42,version: 2.16.42,timestamp: 1618427500000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.47,version: 2.16.47,timestamp: 1619205740000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.40,version: 2.16.40,timestamp: 1618254665000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.41,version: 2.16.41,timestamp: 1618344661000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.46,version: 2.16.46,timestamp: 1619119576000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.44,version: 2.16.44,timestamp: 1618863619000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.45,version: 2.16.45,timestamp: 1619033471000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.49,version: 2.16.49,timestamp: 1619551707000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.48,version: 2.16.48,timestamp: 1619470206000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.50,version: 2.16.50,timestamp: 1619636796000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.54,version: 2.16.54,timestamp: 1620079239000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.53,version: 2.16.53,timestamp: 1620068836000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.52,version: 2.16.52,timestamp: 1619809676000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.51,version: 2.16.51,timestamp: 1619723297000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.58,version: 2.16.58,timestamp: 1620328070000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.57,version: 2.16.57,timestamp: 1620246780000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.56,version: 2.16.56,timestamp: 1620186018000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.55,version: 2.16.55,timestamp: 1620156847000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.elasticsearch.plugin:analysis-phonetic:5.0.0-alpha1,version: 5.0.0-alpha1,timestamp: 1459769751000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.59,version: 2.16.59,timestamp: 1620414424000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.elasticsearch.plugin:analysis-phonetic:5.0.0-alpha5,version: 5.0.0-alpha5,timestamp: 1470315515000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.elasticsearch.plugin:analysis-phonetic:5.0.0-alpha4,version: 5.0.0-alpha4,timestamp: 1467061843000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.elasticsearch.plugin:analysis-phonetic:5.0.0-alpha3,version: 5.0.0-alpha3,timestamp: 1464255032000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.elasticsearch.plugin:analysis-phonetic:5.0.0-alpha2,version: 5.0.0-alpha2,timestamp: 1461675126000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.60,version: 2.16.60,timestamp: 1620673894000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.61,version: 2.16.61,timestamp: 1620760184000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.65,version: 2.16.65,timestamp: 1621367285000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.64,version: 2.16.64,timestamp: 1621280833000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.63,version: 2.16.63,timestamp: 1621019476000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.62,version: 2.16.62,timestamp: 1620846431000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.69,version: 2.16.69,timestamp: 1621883415000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.67,version: 2.16.67,timestamp: 1621537697000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.68,version: 2.16.68,timestamp: 1621639586000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.66,version: 2.16.66,timestamp: 1621451876000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.72,version: 2.16.72,timestamp: 1622081197000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.71,version: 2.16.71,timestamp: 1622056189000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.70,version: 2.16.70,timestamp: 1621969618000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.76,version: 2.16.76,timestamp: 1622660898000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.75,version: 2.16.75,timestamp: 1622575586000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.74,version: 2.16.74,timestamp: 1622229679000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.73,version: 2.16.73,timestamp: 1622142377000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.79,version: 2.16.79,timestamp: 1623093243000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.78,version: 2.16.78,timestamp: 1622834439000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.77,version: 2.16.77,timestamp: 1622748956000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.83,version: 2.16.83,timestamp: 1623438907000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.82,version: 2.16.82,timestamp: 1623352493000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.81,version: 2.16.81,timestamp: 1623266398000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.80,version: 2.16.80,timestamp: 1623187088000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.87,version: 2.16.87,timestamp: 1623959036000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.86,version: 2.16.86,timestamp: 1623870369000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.85,version: 2.16.85,timestamp: 1623784190000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.84,version: 2.16.84,timestamp: 1623699071000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.89,version: 2.16.89,timestamp: 1624475666000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:dynamodb:2.16.88,version: 2.16.88,timestamp: 1624304001000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:aws-crt-client:2.15.26-PREVIEW,version: 2.15.26-PREVIEW,timestamp: 1605125238000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.ow2.xlcloud.xms.console:accounts:1.0.0,version: 1.0.0,timestamp: 1399889482000})","[:dependency {scope: provided,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.opencastproject:opencast-engage-theodul-plugin-controls:7.5,version: 7.5,timestamp: 1583881493000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.opencastproject:opencast-engage-theodul-plugin-controls:7.4,version: 7.4,timestamp: 1574366713000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.opencastproject:opencast-engage-theodul-plugin-controls:7.3,version: 7.3,timestamp: 1583960523000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.opencastproject:opencast-engage-theodul-plugin-controls:7.2,version: 7.2,timestamp: 1566426277000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.opencastproject:opencast-engage-theodul-plugin-controls:7.9,version: 7.9,timestamp: 1612816185000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.opencastproject:opencast-engage-theodul-plugin-controls:7.6,version: 7.6,timestamp: 1583860760000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.hazelcast:hazelcast-build-utils:3.7.4,version: 3.7.4,timestamp: 1481287643000})","[:dependency {scope: test,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.hazelcast:hazelcast-build-utils:3.7.3,version: 3.7.3,timestamp: 1479374212000})","[:dependency {scope: test,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.hazelcast:hazelcast-build-utils:3.7.2,version: 3.7.2,timestamp: 1475586356000})","[:dependency {scope: test,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.hazelcast:hazelcast-build-utils:3.7.1,version: 3.7.1,timestamp: 1473060937000})","[:dependency {scope: test,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.hazelcast:hazelcast-build-utils:3.7.8,version: 3.7.8,timestamp: 1495716753000})","[:dependency {scope: test,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.hazelcast:hazelcast-build-utils:3.7.7,version: 3.7.7,timestamp: 1491300315000})","[:dependency {scope: test,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.hazelcast:hazelcast-build-utils:3.7.6,version: 3.7.6,timestamp: 1489477830000})","[:dependency {scope: test,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.hazelcast:hazelcast-build-utils:3.7.5,version: 3.7.5,timestamp: 1485246115000})","[:dependency {scope: test,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.flink:flink-shaded-hadoop-2:2.7.5-9.0,version: 2.7.5-9.0,timestamp: 1574200077000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.rhq:rhq-netservices-plugin:3.0.0.EmbJopr3,version: 3.0.0.EmbJopr3,timestamp: 1299172259000})","[:dependency {scope: provided,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.rhq:rhq-netservices-plugin:3.0.0.EmbJopr2,version: 3.0.0.EmbJopr2,timestamp: 1282248926000})","[:dependency {scope: provided,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.rhq:rhq-netservices-plugin:3.0.0.EmbJopr5,version: 3.0.0.EmbJopr5,timestamp: 1342558014000})","[:dependency {scope: provided,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:rdsdata:2.9.13,version: 2.9.13,timestamp: 1570129334000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:rdsdata:2.9.12,version: 2.9.12,timestamp: 1570044030000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:rdsdata:2.9.11,version: 2.9.11,timestamp: 1569956410000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:rdsdata:2.9.10,version: 2.9.10,timestamp: 1569870846000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:rdsdata:2.9.16,version: 2.9.16,timestamp: 1570588360000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:rdsdata:2.9.17,version: 2.9.17,timestamp: 1570648515000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:rdsdata:2.9.15,version: 2.9.15,timestamp: 1570475848000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:rdsdata:2.9.14,version: 2.9.14,timestamp: 1570215636000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
