n,r,m
"(:Release {id: software.amazon.awssdk:rdsdata:2.9.19,version: 2.9.19,timestamp: 1570820588000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:rdsdata:2.9.18,version: 2.9.18,timestamp: 1570736225000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:rdsdata:2.9.20,version: 2.9.20,timestamp: 1571086255000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:rdsdata:2.9.24,version: 2.9.24,timestamp: 1571424792000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:rdsdata:2.9.23,version: 2.9.23,timestamp: 1571343640000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:rdsdata:2.9.21,version: 2.9.21,timestamp: 1571165679000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:rdsdata:2.9.22,version: 2.9.22,timestamp: 1571269677000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:rdsdata:2.9.25,version: 2.9.25,timestamp: 1571772687000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:rdsdata:2.9.26,version: 2.9.26,timestamp: 1571863897000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: io.snappydata:snappydata-launcher:1.0.2-RC1,version: 1.0.2-RC1,timestamp: 1534585134000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.opencastproject:opencast-engage-theodul-plugin-controls:6.6,version: 6.6,timestamp: 1566335532000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.infinispan:infinispan-server-core:5.2.0.Alpha4,version: 5.2.0.Alpha4,timestamp: 1348077770000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.infinispan:infinispan-server-core:5.2.0.Alpha3,version: 5.2.0.Alpha3,timestamp: 1346509725000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.11.12,version: 2.11.12,timestamp: 1586373459000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.11.11,version: 2.11.11,timestamp: 1586286096000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.11.10,version: 2.11.10,timestamp: 1586199589000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.11.14,version: 2.11.14,timestamp: 1587157456000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:s3control:2.11.13,version: 2.11.13,timestamp: 1587063973000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: io.cloudslang:score-data-api:0.1.272,version: 0.1.272,timestamp: 1427892700000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: io.cloudslang:score-data-api:0.1.271,version: 0.1.271,timestamp: 1427363829000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: io.cloudslang:score-data-api:0.1.276,version: 0.1.276,timestamp: 1430638234000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: io.cloudslang:score-data-api:0.1.274,version: 0.1.274,timestamp: 1427895494000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: io.cloudslang:score-data-api:0.1.275,version: 0.1.275,timestamp: 1428993850000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: io.cloudslang:score-data-api:0.1.280,version: 0.1.280,timestamp: 1433073386000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: io.cloudslang:score-data-api:0.1.286,version: 0.1.286,timestamp: 1436971698000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-eventbus-ext:1.2.4,version: 1.2.4,timestamp: 1523201057000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-eventbus-ext:1.2.8,version: 1.2.8,timestamp: 1527359033000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-eventbus-ext:1.2.7,version: 1.2.7,timestamp: 1526726368000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-eventbus-ext:1.2.6,version: 1.2.6,timestamp: 1525527567000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-eventbus-ext:1.2.5,version: 1.2.5,timestamp: 1523485316000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-eventbus-ext:1.2.9,version: 1.2.9,timestamp: 1528654004000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-eventbus-ext:1.3.3,version: 1.3.3,timestamp: 1537549044000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-eventbus-ext:1.3.2,version: 1.3.2,timestamp: 1537471076000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-eventbus-ext:1.3.1,version: 1.3.1,timestamp: 1537212878000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-eventbus-ext:1.3.0,version: 1.3.0,timestamp: 1529830595000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-eventbus-ext:1.3.5,version: 1.3.5,timestamp: 1540672328000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.refcodes:refcodes-eventbus-ext:1.3.4,version: 1.3.4,timestamp: 1539201345000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.flink:flink-shaded-hadoop-2:2.7.5-7.0,version: 2.7.5-7.0,timestamp: 1558918149000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.usergrid:usergrid-core:0.0.13,version: 0.0.13,timestamp: 1359055650000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.usergrid:usergrid-core:0.0.12,version: 0.0.12,timestamp: 1355188145000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.usergrid:usergrid-core:0.0.15,version: 0.0.15,timestamp: 1360189550000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.usergrid:usergrid-core:0.0.14,version: 0.0.14,timestamp: 1359652293000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.usergrid:usergrid-core:0.0.27,version: 0.0.27,timestamp: 1373659197000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.usergrid:usergrid-core:0.0.26,version: 0.0.26,timestamp: 1372466830000})","[:dependency {scope: test,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.hivemall:hivemall-nlp:0.5.2-incubating,version: 0.5.2-incubating,timestamp: 1542617533000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.janusgraph:example-berkeleyje:0.6.3-20230105-130637.4bff4c6,version: 0.6.3-20230105-130637.4bff4c6,timestamp: 1672924418000})","[:dependency {scope: runtime,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.hudi:hudi-cli:0.10.1,version: 0.10.1,timestamp: 1643178678000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.apache.hudi:hudi-cli:0.10.0,version: 0.10.0,timestamp: 1638942815000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.elasticsearch.distribution:distributions:2.3.1,version: 2.3.1,timestamp: 1459772951000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.elasticsearch.distribution:distributions:2.3.0,version: 2.3.0,timestamp: 1459238398000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.elasticsearch.distribution:distributions:2.3.5,version: 2.3.5,timestamp: 1469616047000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.elasticsearch.distribution:distributions:2.3.4,version: 2.3.4,timestamp: 1467286119000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.elasticsearch.distribution:distributions:2.3.2,version: 2.3.2,timestamp: 1461254910000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.elasticsearch.distribution:distributions:2.3.3,version: 2.3.3,timestamp: 1463499874000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: de.alpharogroup:db.resource.bundles:1.0.0,version: 1.0.0,timestamp: 1421600552000})","[:dependency {scope: compile,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:eks:2.9.11,version: 2.9.11,timestamp: 1569956364000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:eks:2.9.10,version: 2.9.10,timestamp: 1569870839000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:eks:2.9.15,version: 2.9.15,timestamp: 1570475881000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:eks:2.9.13,version: 2.9.13,timestamp: 1570129342000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:eks:2.9.14,version: 2.9.14,timestamp: 1570215603000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:eks:2.9.12,version: 2.9.12,timestamp: 1570044023000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:eks:2.9.19,version: 2.9.19,timestamp: 1570820590000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:eks:2.9.18,version: 2.9.18,timestamp: 1570736265000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:eks:2.9.17,version: 2.9.17,timestamp: 1570648519000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:eks:2.9.16,version: 2.9.16,timestamp: 1570588350000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:eks:2.9.21,version: 2.9.21,timestamp: 1571165680000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:eks:2.9.22,version: 2.9.22,timestamp: 1571269705000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:eks:2.9.20,version: 2.9.20,timestamp: 1571086227000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:eks:2.9.26,version: 2.9.26,timestamp: 1571863935000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:eks:2.9.25,version: 2.9.25,timestamp: 1571772651000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:eks:2.9.24,version: 2.9.24,timestamp: 1571424751000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: software.amazon.awssdk:eks:2.9.23,version: 2.9.23,timestamp: 1571343639000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.elasticsearch.distribution:distributions:2.2.2,version: 2.2.2,timestamp: 1459241599000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.elasticsearch.distribution:distributions:2.2.1,version: 2.2.1,timestamp: 1457516559000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.elasticsearch.distribution:distributions:2.2.0,version: 2.2.0,timestamp: 1453901794000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: io.debezium:debezium-core:1.4.0.Final,version: 1.4.0.Final,timestamp: 1610008997000})","[:dependency {scope: test,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.rhq:rhq-rest-examples:4.12.0,version: 4.12.0,timestamp: 1405958646000})","[:dependency {scope: provided,targetVersion: 1.2.16}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.gridgain:gridgain-log4j:6.5.6-p1,version: 6.5.6-p1,timestamp: 1420728556000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.elasticsearch.distribution:distributions:2.1.2,version: 2.1.2,timestamp: 1453899691000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.elasticsearch.distribution:distributions:2.1.1,version: 2.1.1,timestamp: 1450185437000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.elasticsearch.distribution:distributions:2.1.0,version: 2.1.0,timestamp: 1447887128000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.ussd.examples:http-push-example:3.0.3,version: 3.0.3,timestamp: 1453221183000})","[:dependency {scope: provided,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.ussd.examples:http-push-example:3.0.7,version: 3.0.7,timestamp: 1453315735000})","[:dependency {scope: provided,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.ussd.examples:http-push-example:3.0.6,version: 3.0.6,timestamp: 1453313079000})","[:dependency {scope: provided,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.ussd.examples:http-push-example:3.0.5,version: 3.0.5,timestamp: 1453281105000})","[:dependency {scope: provided,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.ussd.examples:http-push-example:3.0.4,version: 3.0.4,timestamp: 1453234796000})","[:dependency {scope: provided,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.ussd.examples:http-push-example:3.0.9,version: 3.0.9,timestamp: 1453458326000})","[:dependency {scope: provided,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.ussd.examples:http-push-example:3.0.8,version: 3.0.8,timestamp: 1453455441000})","[:dependency {scope: provided,targetVersion: 1.2.12}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: com.scloudic:rabbit-generator:3.4.9.RELEASE,version: 3.4.9.RELEASE,timestamp: 1634483932000})","[:dependency {scope: compile,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release {id: org.mobicents.protocols.ss7.oam.common:tcap-oam:7.4.1404,version: 7.4.1404,timestamp: 1498483849000})","[:dependency {scope: compile,targetVersion: 1.2.14}]","(:Artifact {found: true,id: log4j:log4j})"
"(:Release:Release_depend {id: com.github.leeyazhou:crpc-core:1.0.2.RELEASE,artifact_id: com.github.leeyazhou:crpc-core,version: 1.0.2.RELEASE,timestamp: 1598342663000})","[:dependency {scope: provided,targetVersion: 1.2.17}]","(:Artifact {found: true,id: log4j:log4j})"
